Row ID,Order ID,Order Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Latitude,Longitude,Region_Lat,Region_Lon,distance,base_days,lead_time_days,Ship Date
5704,US-2023-151148-OTH-GUM-21000,12-09-2025,Same Day,151148,United States,Louisville,Colorado,80027,Other,Pacific,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,Secret Factory,41.446333,-90.565487,37,-120,1595.998443,0.252322744,5,17-09-2025
5705,US-2023-105732-CHO-TRI-54000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,52.5,14,34.3,18.2,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,8.661159762,10,23-09-2025
5706,US-2023-105732-CHO-NUT-13000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,6.062742259,7,20-09-2025
5707,US-2023-105732-CHO-SCR-58000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,8.583262926,11,24-09-2025
5708,US-2023-105732-CHO-NUT-13000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,5.413900255,7,20-09-2025
5709,US-2023-105732-CHO-SCR-58000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,7.62625081,10,23-09-2025
5710,US-2023-105732-CHO-MIL-31000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,8.627942074,10,23-09-2025
5711,US-2023-105732-CHO-TRI-54000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,5.674997754,7,20-09-2025
5712,US-2023-105732-CHO-FUD-51000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,8.87330784,10,23-09-2025
5713,US-2023-105732-CHO-TRI-54000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,6.811533442,11,24-09-2025
5714,US-2023-105732-CHO-SCR-58000,13-09-2025,Standard Class,105732,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,8.782860434,10,23-09-2025
5715,US-2023-153178-CHO-SCR-58000,14-09-2025,Standard Class,153178,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,7.707280175,11,25-09-2025
5716,US-2023-155439-CHO-TRI-54000,14-09-2025,Standard Class,155439,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,6.206347479,7,21-09-2025
5717,US-2023-153178-CHO-NUT-13000,14-09-2025,Standard Class,153178,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,5.7532101,12,26-09-2025
5718,US-2023-116911-CHO-MIL-31000,15-09-2025,Standard Class,116911,United States,Twin Falls,Idaho,83301,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,6.214940185,12,27-09-2025
5719,US-2023-160479-CHO-FUD-51000,15-09-2025,Standard Class,160479,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.372069637,8,23-09-2025
5720,US-2023-116911-CHO-SCR-58000,15-09-2025,Standard Class,116911,United States,Twin Falls,Idaho,83301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.575471865,6,21-09-2025
5721,US-2023-128678-CHO-TRI-54000,15-09-2025,Standard Class,128678,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,5.418641761,11,26-09-2025
5722,US-2023-149797-CHO-MIL-31000,15-09-2025,Standard Class,149797,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,6.691774175,8,23-09-2025
5723,US-2023-128678-CHO-SCR-58000,15-09-2025,Standard Class,128678,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,8.182313505,9,24-09-2025
5724,US-2023-149370-CHO-SCR-58000,15-09-2025,Standard Class,149370,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,5.565534217,10,25-09-2025
5725,US-2023-123337-CHO-MIL-31000,16-09-2025,Standard Class,123337,United States,San Jose,California,95123,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,5.521281733,11,27-09-2025
5726,US-2023-162159-CHO-TRI-54000,16-09-2025,First Class,162159,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,2.286857899,5,21-09-2025
5727,US-2023-123337-CHO-TRI-54000,16-09-2025,Standard Class,123337,United States,San Jose,California,95123,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,5.788731928,12,28-09-2025
5728,US-2023-134369-CHO-FUD-51000,16-09-2025,Standard Class,134369,United States,Laguna Niguel,California,92677,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.390440152,8,24-09-2025
5729,US-2023-159730-CHO-NUT-13000,17-09-2025,Standard Class,159730,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.667394313,6,23-09-2025
5730,US-2023-152415-CHO-FUD-51000,17-09-2025,Standard Class,152415,United States,Marlborough,Massachusetts,1752,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,8.694925584,13,30-09-2025
5731,US-2023-152415-CHO-MIL-31000,17-09-2025,Standard Class,152415,United States,Marlborough,Massachusetts,1752,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,8.285885011,8,25-09-2025
5732,US-2023-164091-CHO-SCR-58000,17-09-2025,Standard Class,164091,United States,Bangor,Maine,4401,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,6.416258249,12,29-09-2025
5733,US-2023-105900-CHO-SCR-58000,17-09-2025,Standard Class,105900,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,7.623283069,9,26-09-2025
5734,US-2023-109806-CHO-FUD-51000,17-09-2025,Standard Class,109806,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,7.149102695,10,27-09-2025
5735,US-2023-111416-CHO-NUT-13000,17-09-2025,Standard Class,111416,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,7.708497054,12,29-09-2025
5736,US-2023-148957-CHO-MIL-31000,17-09-2025,Standard Class,148957,United States,Redmond,Washington,98052,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,7.73068461,12,29-09-2025
5737,US-2023-109806-CHO-MIL-31000,17-09-2025,Standard Class,109806,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,7.51493606,11,28-09-2025
5738,US-2023-131093-CHO-MIL-31000,17-09-2025,Second Class,131093,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,3.532202737,5,22-09-2025
5739,US-2023-134208-CHO-TRI-54000,17-09-2025,Standard Class,134208,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,5.156025683,8,25-09-2025
5740,US-2023-164091-CHO-NUT-13000,17-09-2025,Standard Class,164091,United States,Bangor,Maine,4401,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,6.822267128,10,27-09-2025
5741,US-2023-159730-CHO-NUT-13000,17-09-2025,Standard Class,159730,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,8.563895539,10,27-09-2025
5742,US-2023-109806-CHO-MIL-31000,17-09-2025,Standard Class,109806,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,7.277989034,11,28-09-2025
5743,US-2023-133935-CHO-NUT-13000,18-09-2025,Standard Class,133935,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,8.329564167,10,28-09-2025
5744,US-2023-120355-CHO-MIL-31000,18-09-2025,Standard Class,120355,United States,New Rochelle,New York,10801,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,8.966497372,10,28-09-2025
5745,US-2023-145905-CHO-TRI-54000,18-09-2025,Standard Class,145905,United States,Auburn,Alabama,36830,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,5.654464817,7,25-09-2025
5746,US-2023-157511-CHO-SCR-58000,18-09-2025,First Class,157511,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,2.383555278,8,26-09-2025
5747,US-2023-133935-CHO-NUT-13000,18-09-2025,Standard Class,133935,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,7.697174295,9,27-09-2025
5748,US-2023-157511-CHO-FUD-51000,18-09-2025,First Class,157511,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,2.959910895,7,25-09-2025
5749,US-2023-120355-CHO-NUT-13000,18-09-2025,Standard Class,120355,United States,New Rochelle,New York,10801,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,8.942402936,14,02-10-2025
5750,US-2023-140928-CHO-MIL-31000,18-09-2025,Standard Class,140928,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,7.746714447,8,26-09-2025
5751,US-2023-157511-CHO-MIL-31000,18-09-2025,First Class,157511,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,1.487229584,2,20-09-2025
5752,US-2023-106075-CHO-NUT-13000,18-09-2025,Standard Class,106075,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,8.194223353,13,01-10-2025
5753,US-2023-111409-CHO-TRI-54000,18-09-2025,Standard Class,111409,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,5.428116537,6,24-09-2025
5754,US-2023-133935-CHO-TRI-54000,18-09-2025,Standard Class,133935,United States,San Diego,California,92105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,8.122797217,14,02-10-2025
5755,US-2023-145905-CHO-FUD-51000,18-09-2025,Standard Class,145905,United States,Auburn,Alabama,36830,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,8.640784497,12,30-09-2025
5756,US-2023-145905-CHO-FUD-51000,18-09-2025,Standard Class,145905,United States,Auburn,Alabama,36830,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,6.531333579,10,28-09-2025
5757,US-2023-110086-CHO-MIL-31000,18-09-2025,Standard Class,110086,United States,Woodland,California,95695,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,7.52254118,14,02-10-2025
5758,US-2023-156097-CHO-NUT-13000,19-09-2025,Same Day,156097,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,0.430142732,2,21-09-2025
5759,US-2023-168354-CHO-MIL-31000,19-09-2025,First Class,168354,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,1.87553011,3,22-09-2025
5760,US-2023-120250-CHO-SCR-58000,19-09-2025,First Class,120250,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,1.620741778,6,25-09-2025
5761,US-2023-102932-CHO-SCR-58000,19-09-2025,Second Class,102932,United States,Orange,New Jersey,7050,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,4.524259241,8,27-09-2025
5762,US-2023-168557-CHO-MIL-31000,19-09-2025,Standard Class,168557,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,8.744706257,15,04-10-2025
5763,US-2023-114888-CHO-FUD-51000,19-09-2025,Second Class,114888,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,4.881501718,7,26-09-2025
5764,US-2023-156097-CHO-NUT-13000,19-09-2025,Same Day,156097,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,0.174781285,3,22-09-2025
5765,US-2023-168354-CHO-MIL-31000,19-09-2025,First Class,168354,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,2.749487299,4,23-09-2025
5766,US-2023-130267-CHO-SCR-58000,19-09-2025,Standard Class,130267,United States,Stockton,California,95207,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,7.949725766,8,27-09-2025
5767,US-2023-168354-CHO-FUD-51000,19-09-2025,First Class,168354,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,1.505674801,6,25-09-2025
5768,US-2023-158610-CHO-FUD-51000,19-09-2025,First Class,158610,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,1.134569226,7,26-09-2025
5769,US-2023-168354-CHO-FUD-51000,19-09-2025,First Class,168354,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,1.535994534,6,25-09-2025
5770,US-2023-102932-CHO-NUT-13000,19-09-2025,Second Class,102932,United States,Orange,New Jersey,7050,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,4.824416474,9,28-09-2025
5771,US-2023-114888-CHO-FUD-51000,19-09-2025,Second Class,114888,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,4.26635735,6,25-09-2025
5772,US-2023-142370-CHO-TRI-54000,19-09-2025,Standard Class,142370,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,7.884218644,9,28-09-2025
5773,US-2023-142370-CHO-TRI-54000,19-09-2025,Standard Class,142370,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,6.028609404,8,27-09-2025
5774,US-2023-166772-OTH-LIC-15000,20-09-2025,Standard Class,166772,United States,Seattle,Washington,98105,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,40,2,20,20,Secret Factory,41.446333,-90.565487,37,-120,1595.998443,7.877552622,12,02-10-2025
5775,US-2023-134516-CHO-NUT-13000,20-09-2025,Standard Class,134516,United States,Greensboro,North Carolina,27405,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,5.112486025,8,28-09-2025
5776,US-2023-134516-CHO-NUT-13000,20-09-2025,Standard Class,134516,United States,Greensboro,North Carolina,27405,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,6.501285383,10,30-09-2025
5777,US-2023-145611-CHO-TRI-54000,20-09-2025,Standard Class,145611,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,7.507013394,10,30-09-2025
5778,US-2023-100244-CHO-NUT-13000,20-09-2025,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.584386262,6,26-09-2025
5779,US-2023-100244-CHO-SCR-58000,20-09-2025,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,8.292014298,11,01-10-2025
5780,US-2023-100244-CHO-SCR-58000,20-09-2025,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,Lot's O' Nuts,32.881893,-111.768036,37,-120,545.5075533,5.940125195,8,28-09-2025
5781,US-2023-126284-CHO-SCR-58000,20-09-2025,Standard Class,126284,United States,Grand Rapids,Michigan,49505,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,40,-95,1050.650865,7.609124451,11,01-10-2025
5782,US-2023-100244-CHO-TRI-54000,20-09-2025,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,6.62078857,13,03-10-2025
5783,US-2023-100244-CHO-TRI-54000,20-09-2025,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,7.384174382,12,02-10-2025
5784,CA-2023-153738-CHO-SCR-58000,20-09-2025,First Class,153738,Canada,Toronto,Ontario,M2N,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,1.214901105,7,27-09-2025
5785,US-2023-125724-CHO-MIL-31000,22-09-2025,Standard Class,125724,United States,Broomfield,Colorado,80020,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,32.076176,-81.088371,37,-120,2223.527948,5.0676512,9,01-10-2025
5786,US-2023-119641-CHO-MIL-31000,22-09-2025,Standard Class,119641,United States,Green Bay,Wisconsin,54302,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,40,-95,948.1977795,8.63825771,10,02-10-2025
5787,US-2023-155404-CHO-FUD-51000,22-09-2025,Standard Class,155404,United States,Louisville,Kentucky,40214,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,6.078520035,10,02-10-2025
5788,US-2023-120257-CHO-MIL-31000,22-09-2025,Standard Class,120257,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,39,-76,556.7755484,8.278708011,11,03-10-2025
5789,US-2023-109743-CHO-FUD-51000,22-09-2025,Standard Class,109743,United States,Smyrna,Tennessee,37167,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,8.997401202,13,05-10-2025
5790,US-2023-116232-CHO-FUD-51000,22-09-2025,Standard Class,116232,United States,Pembroke Pines,Florida,33024,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,Lot's O' Nuts,32.881893,-111.768036,30,-90,1295.276468,5.845725032,9,01-10-2025
5791,US-2023-166653-CHO-FUD-51000,22-09-2025,Second Class,166653,United States,Parma,Ohio,44134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,39,-76,2029.96199,3.530341482,8,30-09-2025
5792,US-2023-116232-CHO-MIL-31000,22-09-2025,Standard Class,116232,United States,Pembroke Pines,Florida,33024,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,30,-90,546.155462,7.651439151,9,01-10-2025
